,Images,Nouns_SAT,Nouns_NOC,Nouns_DNOC,Objects_Y9,SF_1_SAT,SF_2_SAT,SF_3_SAT,SF_4_SAT,SF_5_SAT,SF_6_SAT,SF_7_SAT,SF_8_SAT,SF_9_SAT,SF_10_SAT,SF_11_SAT,SF_12_SAT,SF_13_SAT,SF_14_SAT,SF_15_SAT,SF_16_SAT,SF_17_SAT,SF_18_SAT,SF_19_SAT,SF_20_SATSF_1_NOC,SF_2_NOC,SF_3_NOC,SF_4_NOC,SF_5_NOC,SF_6_NOC,SF_7_NOC,SF_8_NOC,SF_9_NOC,SF_10_NOC,SF_11_NOC,SF_12_NOC,SF_13_NOC,SF_14_NOC,SF_15_NOC,SF_16_NOC,SF_17_NOC,SF_18_NOC,SF_19_NOC,SF_20_NOC,SF_1_DNOC,SF_2_DNOC,SF_3_DNOC,SF_4_DNOC,SF_5_DNOC,SF_6_DNOC,SF_7_DNOC,SF_8_DNOC,SF_9_DNOC,SF_10_DNOC,SF_11_DNOC,SF_12_DNOC,SF_13_DNOC,SF_14_DNOC,SF_15_DNOC,SF_16_DNOC,SF_17_DNOC,SF_18_DNOC,SF_19_DNOC,SF_20_DNOC,SF_20_SAT,SF_1_NOC
0,b00000000_21i57n_20150517_212544e.jpg,"['man', 'front', 'table']","['group', 'room']","['person', 'table', 'person']","['microwave', ' vintner', ' jeroboam', ' wineglass', ' wineglass']",0.01766159090238727,0.5103149641445414,0.28727803665924495,0.0029435984837312117,0.00545773173653563,0.37956587229666944,0.8509052296602271,0.7412975790075418,0.06326097871611157,0.11729230502442191,0.053256073453028394,0.008876012242171398,0.016457031750666262,0.03328504590814275,0.3158416431527328,0.04004753441554706,0.05186281137058313,0.7661535746492538,0.9610255957748757,,0.1967833109970952,0.04908878141615021,9.67783761944321e-06,1.794369775925482e-05,0.09623722674943977,0.6769509207122539,0.4851049881181693,0.016039537791573296,0.029738938557092167,0.008084102732426024,0.0013473504554043373,0.0024981251285925896,0.005774359094590017,0.09175147033622855,0.006662916541673435,0.00805151424927475,0.7899954361352926,0.964999239355882,0.9351050208695064,0.03254391744255284,0.5650388442471679,0.34699873989367624,0.005423986240425473,0.010056623553284103,0.4395342871004751,0.8719644782658409,0.7756730372700201,0.07325571451674585,0.13582356432452403,0.07684810241888111,0.012808017069813517,0.023747369632900764,0.0480300640118007,0.3556635729949048,0.05778828266608944,0.07396949528234797,0.7086002742970157,0.9514333790495026,0.9099525326015797,0.9277374804927869,5.8067025716659255e-05
1,b00000004_21i57n_20150524_162348e.jpg,['couple'],"['man', 'front', 'window', 'dog']","['man', 'woman', 'front', 'chair']","['umbrella', ' easy chair', ' hairdresser']",0.06369779826390058,0.5023785698522234,0.3649884809659912,0.015924449565975145,0.023315012329723925,0.5423128203598235,0.8581485397943439,0.7993347649206527,0.13557820508995588,0.19850026904968215,0.13312313983090834,0.033280784957727086,0.04872645100966052,0.09984235487318127,0.41859798224923017,0.11320872594050936,0.12464270587738824,0.26358108364883537,0.8158952709122088,,0.8940040969409083,0.8296581461145354,0.11421615630530328,0.1903602605088388,1.0,1.0,1.0,0.2,0.3333333333333333,0.5710807815265164,0.1142161563053033,0.1903602605088388,0.2855403907632582,0.6321205588285577,0.36099190275479104,0.4350854405744039,0.4289192184734836,0.8857838436946968,0.8096397394911612,0.698213621236518,0.9306741759510732,0.887148056969643,0.1396427242473036,0.232737873745506,1.0,1.0,1.0,0.2,0.3333333333333333,0.698213621236518,0.1396427242473036,0.23273787374550597,0.349106810618259,0.6321205588285577,0.44135518443773863,0.5025268139567544,0.301786378763482,0.8603572757526964,0.767262126254494,0.7304519687880662,0.5710807815265164
2,b00000005_21i57n_20150517_212856e.jpg,"['group', 'table']","['man', 'restaurant', 'glass', 'wine']","['man', 'front', 'bottle']","['drunkard', ' magnum', ' sausage dog', ' cereal bowl', ' hairdresser']",0.04925431395777014,0.6054440921023818,0.3944055881961029,0.008209052326295024,0.01522042005923015,0.4854970840642077,0.8865388477970305,0.7998827560435832,0.08091618067736796,0.15002684969532265,0.11996034361003027,0.019993390601671712,0.037069784826557484,0.0856859597214502,0.3846087804461057,0.09887130139725916,0.11304439052272419,0.38228082336862534,0.8970468038947709,,0.9073568630111937,0.8350574307982045,0.0930074035266098,0.17244520975446506,0.9108922421877266,0.9845652435828429,0.9715711609290145,0.15181537369795442,0.28148118288030793,0.5016779390366122,0.08361298983943535,0.15502700886531198,0.27870996613145116,0.5978347648842841,0.3453243879610357,0.3944862083982704,0.3115569605800571,0.8852594934300095,0.7872594011600957,0.38550585924651715,0.8531102576498659,0.7448632346502058,0.06425097654108619,0.11912786193829025,0.7955132836257448,0.9625897643750373,0.9317477856031494,0.13258554727095748,0.24582712389137273,0.3386646290980401,0.056444104849673354,0.10465312578498272,0.21166539318627509,0.5486504948543495,0.25466923319261353,0.2872785649569991,0.2904693609588056,0.8817448934931342,0.7807429745065544,0.8091142766696053,0.5580444211596588
3,b00000012_21i57n_20150508_080521e.jpg,"['person', 'skateboard', 'street']","['woman', 'bench', 'bike']","['bicycle', 'sidewalk', 'street']",['cellular telephone'],0.23574749875946152,0.6968058264106792,0.5892501395582802,0.05893687468986538,0.08628957342460336,1.0,1.0,1.0,0.25,0.36602540378443865,0.23574749875946152,0.05893687468986538,0.08628957342460335,0.11787374937973076,0.6321205588285577,0.1490208406582655,0.2100198802881823,0.7642525012405385,0.9410631253101346,,0.6541623606960894,0.5372110275006745,0.04578067763026621,0.06702756406057364,1.0,1.0,1.0,0.25,0.36602540378443865,0.18312271052106485,0.04578067763026621,0.06702756406057364,0.09156135526053243,0.6321205588285577,0.11575563010877571,0.16733402740762404,0.8168772894789351,0.9542193223697338,0.9329724359394264,0.2079620907813356,0.6752989022762563,0.5628139874374831,0.0519905226953339,0.07611940825009444,1.0,1.0,1.0,0.25,0.36602540378443865,0.2079620907813356,0.0519905226953339,0.07611940825009444,0.1039810453906678,0.6321205588285577,0.1314571130398531,0.18776217257028316,0.7920379092186645,0.9480094773046661,0.9238805917499056,0.9137104265753966,0.18312271052106485
4,b00000015_21i57n_20150524_163119e.jpg,"['man', 'front', 'train']","['man', 'bench', 'front', 'building']","['group', 'chair']","['lawgiver', ' drunkard', ' easy chair']",0.4224426487418896,0.8061984136367352,0.7294936101814667,0.1056106621854724,0.1546247410815179,1.0,1.0,1.0,0.25,0.36602540378443865,0.4224426487418896,0.1056106621854724,0.1546247410815179,0.2112213243709448,0.6321205588285577,0.2670346831957393,0.3445561562220095,0.5775573512581105,0.8943893378145276,,0.8466554539222281,0.757724245402048,0.08700887378017975,0.14501478963363293,1.0,1.0,1.0,0.2,0.3333333333333333,0.43504436890089876,0.08700887378017975,0.1450147896336329,0.21752218445044938,0.6321205588285577,0.2750004895848533,0.3527640507067412,0.5649556310991013,0.9129911262198203,0.8549852103663671,0.25323565456408703,0.7093837130295658,0.6048879643754318,0.06330891364102176,0.09269068271443658,0.7369702680144107,0.9265364129792613,0.8943001852959435,0.18424256700360267,0.26974983992710067,0.2668447376505574,0.06671118441263935,0.09767195284629787,0.16010684259033442,0.5214383651950492,0.1947631218255006,0.23420803910535815,0.4568748240627676,0.8642187060156918,0.8012023881720802,0.8453752589184821,0.43504436890089876
5,b00000022_21i57n_20150524_163611e.jpg,['couple'],"['group', 'building']","['group', 'street']","['backpack', ' peddler', ' marcher', ' settler', ' major', ' juggler', ' waiter']",0.00017973330937794287,0.340273847226591,0.09390203626238364,2.246666367224286e-05,4.9299388258454524e-05,0.3478428576629471,0.8763405065598605,0.7485229202701525,0.043480357207868386,0.09541047317387483,0.041672436999114264,0.005209054624889283,0.011430411304424808,0.03646338237422498,0.2937901570394583,0.038832656350952316,0.040816077716940624,0.1613826399837761,0.895172829997972,,0.48464177512301737,0.20403652955886512,0.0003804317776850203,0.0008347947958610067,0.30647946607103055,0.862581566157076,0.7229763101468172,0.03830993325887882,0.0840648305167957,0.05456245350582756,0.006820306688228445,0.014966038232019412,0.042437463837865855,0.2639663683134982,0.04746003024602741,0.0531006301741872,0.3768959802803329,0.9221119975350416,0.8290876237694569,0.022428548497099757,0.6220855965748132,0.35288901818453217,0.0028035685621374696,0.006151968849062946,0.4607112420995767,0.9076712951756644,0.8085022889276117,0.05758890526244709,0.12636935511792904,0.09654555633419261,0.012068194541774076,0.02648166265240963,0.07509098825992755,0.3691651903641283,0.08397817050604106,0.09203146706037713,0.2665482925275797,0.9083185365659474,0.7988201484707836,0.769974063378629,0.0030434542214801625
6,b00000025_21i57n_20150517_213437e.jpg,"['group', 'table']","['group', 'table', 'wine', 'glass']","['man', 'table', 'bottle']","['taster', ' magnum', ' pepperoni pizza', ' wineglass', ' wineglass', ' pepperoni pizza', ' Mexican']",0.004142348660235992,0.5036813047077304,0.22203942390702927,0.000517793582529499,0.001136212623078339,0.3263802015164387,0.8693916721191121,0.7355604775627907,0.04079752518955484,0.08952344075853404,0.059586144350034974,0.007448268043754372,0.016343995864225667,0.046344778938916066,0.2784691918321077,0.05182978461177106,0.05784563118039754,0.36101667853582,0.9201270848169775,,0.8443128435023097,0.6898010051287382,0.03228027149605077,0.07083373218152865,0.7178052870388263,0.9594024686153078,0.9130694104778804,0.08972566087985329,0.19688816537220719,0.2636194651617479,0.032952433145218486,0.07230868006868213,0.16775784146656686,0.5121782894113008,0.2008103577741025,0.23173416404566372,0.3572991556857882,0.9196623944607235,0.8237123738079277,0.14627773613900652,0.78640683376272,0.5902216869015119,0.018284717017375815,0.040122796005055035,0.6245307870407051,0.9428535303370819,0.8788648205152413,0.07806634838008814,0.17130372692874016,0.18803662876745042,0.023504578595931302,0.051576921387032876,0.13162564013721534,0.46448736095112875,0.15293185726435296,0.17141564334688109,0.29746916742133134,0.9121836459276664,0.8073014935367263,0.8247320601586532,0.25824217196840615
7,b00000029_21i57n_20150517_213631e.jpg,"['living', 'room', 'television', 'television']","['group', 'table', 'laptop']","['man', 'video', 'game', 'living', 'room']","['background', ' exhibitionist', ' liquid crystal display', ' liquid crystal display', ' computer screen', ' studio couch', ' furnishing']",0.3642263242185379,0.8813966923170401,0.7580323070120428,0.04552829052731724,0.09990432510114923,0.7808735888239828,0.9695553156797396,0.9344063196961682,0.09760919860299785,0.21418728876379695,0.3208610479274645,0.04010763099093306,0.08800958171603052,0.20418430322656833,0.541994272196046,0.24441374915374395,0.27447594294222444,0.2809247976760135,0.9101155997095017,,0.8746141226865753,0.74529099442429,0.0427998157209282,0.0939171371147206,0.7691442697804334,0.9677228061376283,0.930535330392577,0.09614303372255417,0.21097003173149423,0.2707303097673633,0.03384128872092041,0.07425912704076014,0.18951121683715436,0.536590547839533,0.22018736116398333,0.23717780563848845,0.17869237158305884,0.8973365464478824,0.7747219822909116,0.46863096918993097,0.9096071660875965,0.8122909420886985,0.05857887114874137,0.1285416719916331,0.8566879338537612,0.9808505303819118,0.958459569934205,0.10708599173172015,0.2349825483855071,0.41567244837783385,0.05195905604722923,0.11401557948187474,0.2424755948870698,0.5754340533125486,0.29705685543358606,0.340103614780469,0.32070780416955624,0.9150884755211945,0.8136756630193505,0.8027635071702106,0.3423985257674256
8,b00000029_21i57n_20150524_164049e.jpg,"['woman', 'room', 'glass']","['woman', 'kitchen', 'mirror']","['woman', 'room', 'chair']","['major', ' furnishing', ' furnishing', ' wing chair', ' gal', ' hairdresser']",0.3923796246092364,0.8748992896311617,0.7624587145603227,0.05605423208703377,0.11375004822964042,0.7914557011731425,0.9671403792562464,0.9344457285121774,0.11306510016759178,0.22944138414354764,0.31320106345973525,0.044743009065676465,0.0907963457827339,0.20880070897315686,0.5468153864882916,0.24647003163360734,0.2688971002885181,0.20854429882685754,0.8869348998324083,,0.881793382556607,0.7747002631139751,0.05922019147895907,0.12017468416016973,0.8024019248452794,0.9690400103047524,0.938174071005954,0.11462884640646849,0.23261467193054222,0.3219244244977047,0.045989203499672095,0.09332523025216014,0.21461628299846983,0.5517489951785371,0.25333478185900404,0.27524703817068474,0.1975980751547206,0.8853711535935315,0.7673853280694578,0.48083455522334184,0.9006806034115292,0.8087442339238083,0.0686906507461917,0.13939295115438913,0.8327198507392976,0.9741878359709351,0.9483153914042871,0.11895997867704251,0.24140377645171018,0.34671117490763903,0.04953016784394843,0.10051085834738545,0.23114078327175938,0.5651350912569919,0.272840434522333,0.2929904991443699,0.16728014926070245,0.8810400213229574,0.7585962235482898,0.7705586158564524,0.4145413403527135
9,b00000032_21i57n_20150524_164251e.jpg,"['group', 'table']","['woman', 'shirt', 'shirt', 'photo']","['group', 'table']","['gal', ' lawgiver', ' lawgiver', ' lawgiver', ' entrepreneur', ' reader']",2.6938745304513783e-07,0.115207958410814,0.012458905022305422,3.848392186359112e-08,7.809487000468247e-08,0.03468038089684004,0.618643638216978,0.37737515601389393,0.004954340128120007,0.010053771277156663,0.0021528042065002227,0.0003075434580714604,0.0006240935231085104,0.0016146031548751672,0.034085908478655114,0.0018307577610235553,0.0021504885855153644,0.8137733077756036,0.9733961868250862,,0.6070006610669582,0.3631022031530843,0.004337366375386562,0.008801755300541662,0.4599797359937509,0.8949933619750831,0.7984149142464089,0.06571139085625013,0.13334718184221125,0.06488209131699607,0.009268870188142295,0.018809185170861463,0.03892925479019763,0.3687035620277237,0.04735577237432159,0.06282204171807759,0.7884186424751192,0.9697740917821599,0.938662998500709,2.6938745304513783e-07,0.115207958410814,0.012458905022305422,3.848392186359112e-08,7.809487000468247e-08,0.03468038089684004,0.618643638216978,0.37737515601389393,0.004954340128120007,0.010053771277156663,0.0021528042065002227,0.0003075434580714604,0.0006240935231085104,0.0016146031548751672,0.034085908478655114,0.0018307577610235553,0.0021504885855153644,0.8137733077756036,0.9733961868250862,0.9460132639576595,0.9460132639576595,0.03036156462770593
